REF_AREA,country_name_wb,year,value,variable,indicator,label
ES,Spain,2018,1.6749813686379,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
ES,Spain,2017,1.95607633363963,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
ES,Spain,2016,-0.202598000426452,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
ES,Spain,2015,-0.500365709903242,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
ES,Spain,2014,-0.151114837527234,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
ES,Spain,2013,1.40858109183018,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
ES,Spain,2012,2.44612782366808,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
ES,Spain,2011,3.1961018883379,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
ES,Spain,2010,1.79986457728768,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
ES,Spain,2009,-0.28781308353524,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2025,,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2024,1.56568906231615,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2023,6.25064322154762,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2022,7.12350773301402,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2021,2.19457432340007,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2020,0.290554555653239,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2019,1.0240939296343,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2018,1.08382098409305,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2017,0.754015047084346,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2016,0.356684500891695,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2015,-0.207928839905268,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2014,1.04119621178439,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2013,1.47828615688809,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2012,2.80833622561573,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2011,3.41680754255211,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2010,1.18413523154646,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FI,Finland,2009,-9.17360384430342e-07,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2025,,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2024,1.99904942291462,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2023,4.8783572650844,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2022,5.22236748369725,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2021,1.64233141038393,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2020,0.476498852725065,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2019,1.10825492288293,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2018,1.85081508315492,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2017,1.03228275064681,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2016,0.183334861123764,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2015,0.0375143805125181,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2014,0.507758822937989,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2013,0.863715497861804,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2012,1.95419531613509,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2011,2.11159795175,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2010,1.53112270420918,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
FR,France,2009,0.0876204781574653,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2025,,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2024,2.74101875679477,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2023,3.46480128513405,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2022,9.64525981280642,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2021,1.22382501019854,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2020,-1.24798355581405,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2019,0.253007522038059,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2018,0.62562141345364,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2017,1.12125452031425,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2016,-0.825653978391033,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2015,-1.73588804765275,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2014,-1.31226096405525,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2013,-0.921269454256899,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2012,1.50152696177758,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2011,3.3298532335065,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2010,4.71298907760395,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
GR,Greece,2009,1.21007269197809,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2025,,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2024,2.11344999577317,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2023,6.29942487419125,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2022,7.82945736434105,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2021,2.34034113447044,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2020,-0.326183651280033,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2019,0.937842961189274,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2018,0.471130713712916,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2017,0.362173038229378,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2016,0.0201247735963237,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2015,-0.330959783371788,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2014,0.190916398713745,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2013,0.515099484900573,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2012,1.69474116680366,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2011,2.5489783020855,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2010,-0.918388645376774,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IE,Ireland,2009,-4.44754686876746,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2025,,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2024,0.982373023061417,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2023,5.62219442195901,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2022,8.20128991161718,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2021,1.87378325762481,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2020,-0.13770757391651,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2019,0.611246943765304,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2018,1.13748763600391,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2017,1.22653316645812,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2016,-0.09401665691575,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2015,0.0387903996579733,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2014,0.241047429826756,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2013,1.21999342274306,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2012,3.04136333226775,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2011,2.78063272879323,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2010,1.52551602118248,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
IT,Italy,2009,0.774768131387381,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2025,,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2024,3.34754304219953,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2023,3.83839354342808,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2022,10.0012078753473,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2021,2.67572008805385,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2020,1.27246037789161,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2019,2.63369910249591,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2018,1.70349794744479,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2017,1.38145871407216,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2016,0.316666666666652,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2015,0.600248147278776,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2014,0.976035079699679,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2013,2.50689852657875,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2012,2.45554765291614,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2011,2.34107017751373,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2010,1.27530569556679,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
NL,Netherlands,2009,1.18977687021548,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2025,,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2024,2.41613187791884,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2023,4.31128191898672,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2022,7.83269124233323,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2021,1.26565719069044,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2020,-0.0124383299575305,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2019,0.338178410046034,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2018,0.993715683468326,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2017,1.36861411643472,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2016,0.607397074641719,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2015,0.48793862390472,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2014,-0.278153367467428,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2013,0.274416666666663,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2012,2.77333854051586,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2011,3.65301100430724,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2010,1.40257289895369,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
PT,Portugal,2009,-0.835530021504157,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2025,,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2024,2.75760909424272,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2023,10.5319476645211,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2022,12.7741463637611,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2021,3.14960629921268,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2020,1.93694126694223,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2019,2.66456133425431,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2018,2.51403712883812,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2017,1.31194588223228,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2016,-0.520010196278266,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2015,-0.325219777427673,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2014,-0.0761653295419871,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2013,1.40047368963025,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2012,3.6061026352289,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2011,3.9192859914629,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2010,0.957018132975143,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
SK,Slovak Republic,2009,1.61510464058238,inflation_cpi_pct,FP.CPI.TOTL.ZG,"Inflation, consumer prices, annual %"
AT,Austria,2025,,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2024,81.7652651021229,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2023,84.1024713084051,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2022,89.1835529946886,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2021,93.0624546800894,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2020,93.0516337886918,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2019,86.3027943646251,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2018,84.8629638770058,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2017,84.7370865911526,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2016,83.5897539711459,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2015,86.4399964991008,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2014,88.3599171258328,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2013,93.3411391388064,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2012,94.8379795773965,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2011,96.672569255418,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2010,99.1468795000545,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
AT,Austria,2009,98.3438510262014,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2025,,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2024,68.0983723586982,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2023,69.2782899991251,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2022,72.6022435766675,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2021,74.7536988644538,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2020,76.125350915761,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2019,69.360003620854,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2018,68.168572322727,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2017,65.3372340367951,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2016,63.6160862759358,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2015,60.8026221428606,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2014,57.6106231184791,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2013,56.159869726618,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2012,54.4903281452635,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2011,55.0145295494018,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2010,56.7854964068071,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
BE,Belgium,2009,58.4658025409586,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
DE,Germany,2025,,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
DE,Germany,2024,,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
DE,Germany,2023,77.253484574492,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
DE,Germany,2022,81.079187544963,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
DE,Germany,2021,82.7038241987432,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
DE,Germany,2020,83.809378912227,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
DE,Germany,2019,77.9656968065859,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
DE,Germany,2018,76.6188414195566,domestic_credit_private_pct_gdp,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP"
